accuracy,precision,recall,f1_score,confusion_matrix
0.7675953768088705,0.7610374662191198,0.7675953768088705,0.7624447512785787,"[[18953, 1286, 807], [2809, 6183, 1824], [1308, 1859, 7539]]"
